1.992615550	0.697176668	2.353233
0.705183752	0.693118157	2.374423
1.872494654	0.686325658	2.383148
0.681283927	0.681552727	2.391914
3.035567808	0.668190638	2.398701
2.714014800	0.669371000	2.408080
2.243481256	0.659986878	2.422036
0.017078524	0.652030894	2.426693
0.346152810	0.646429928	2.447151
3.101006642	0.637693017	2.447544
1.448530808	0.628607362	2.468770
1.349678465	0.624168992	2.481324
2.586749352	0.621243095	2.484538
0.749104453	0.614717954	2.512777
1.709010430	0.610085206	2.515253
1.062246660	0.606639186	2.538527
0.119965337	0.592712710	2.550636
1.742343411	0.589963641	2.566583
0.275384640	0.584391644	2.577348
0.134906755	0.582421441	2.589424
1.542039017	0.573055877	2.606068
0.766605364	0.574492793	2.625595
1.305663403	0.566057134	2.635195
0.686432241	0.560263837	2.658402
0.201187403	0.552626792	2.664737
2.050324636	0.549085652	2.687674
0.657273062	0.546061641	2.704118
0.854983056	0.540175118	2.720575
0.617986458	0.539209930	2.732097
1.475216255	0.539563267	2.743422
0.479287373	0.533342106	2.772645
1.564055761	0.525688064	2.785469
0.761987990	0.528201381	2.795559
1.861854518	0.526686194	2.815821
1.078624269	0.517369852	2.829407
1.449295906	0.518789786	2.866806
0.029369413	0.508878508	2.882064
2.955645163	0.508799392	2.891209
1.728752324	0.508035333	2.907621
1.218470945	0.501928341	2.936308
2.619000160	0.501008345	2.952808
0.569202445	0.500574689	2.976407
0.158491718	0.499137619	2.990690
2.185042246	0.502488143	3.012660
1.504514094	0.502123600	3.038274
0.332020562	0.494918508	3.048414
0.434081088	0.498210290	3.076364
2.946037381	0.497937916	3.095339
1.197181444	0.499446813	3.103330
1.380042440	0.499255709	3.128065
0.911007265	0.490542134	3.152374
1.734360824	0.497673412	3.169927
1.026630630	0.499429299	3.184201
1.213269639	0.497707456	3.219630
1.554460700	0.500343828	3.222033
1.562064747	0.501007318	3.242555
0.325189934	0.502129896	3.271066
0.569716285	0.504512229	3.290007
2.107332282	0.500797796	3.303560
0.394596616	0.509083354	3.337483
1.531407905	0.502594345	3.343872
1.228054840	0.509498645	3.373226
0.265613244	0.507186793	3.387119
0.436084093	0.513454059	3.403849
0.015434433	0.512887005	3.436250
0.315404794	0.516620227	3.439499
0.904235936	0.519009122	3.464721
0.626239708	0.523498378	3.488331
1.950419314	0.530650682	3.496452
0.723295288	0.533124695	3.523174
3.008566759	0.538648056	3.522926
0.057443656	0.536742866	3.547194
0.687450872	0.541389599	3.566630
1.088212511	0.548353791	3.579026
0.852844146	0.555127033	3.594775
0.585286203	0.555164561	3.626201
0.012908357	0.564671325	3.632944
1.378212296	0.566122948	3.655375
0.481224459	0.574207611	3.656372
1.106830181	0.572949009	3.685516
1.682641213	0.582614474	3.698874
3.699877114	0.585610490	3.716222
1.582215280	0.597045848	3.720827
1.748743842	0.599761604	3.733893
0.294761408	0.597730863	3.750754
1.534686405	0.608981365	3.763023
1.056777832	0.609451262	3.776901
0.073685999	0.620855278	3.789172
0.752921216	0.625914101	3.811476
2.187848121	0.629504103	3.819991
1.443928722	0.640419274	3.830393
